mode,start_station_id,start_station_name,year,month,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,crashes_within_100m,crashes_within_100m_per_100k_trips,risk_proxy_available,data_quality
nyc,3043,Lewis Ave & Decatur St,2019,1,355,185,170,355,40.6814598,-73.934903,1,281.69014084507046,1,year_month
nyc,3044,Albany Ave & Fulton St,2019,1,262,138,124,262,40.6800105,-73.938475,2,763.3587786259542,1,year_month
nyc,3046,Marcus Garvey Blvd & Macon St,2019,1,619,317,302,619,40.682601,-73.938037,0,0.0,1,year_month
nyc,3047,Halsey St & Tompkins Ave,2019,1,780,403,377,780,40.6823687,-73.944118,1,128.2051282051282,1,year_month
nyc,3048,Putnam Ave & Nostrand Ave,2019,1,478,248,230,478,40.68402,-73.94977,1,209.20502092050208,1,year_month
nyc,3049,Cambridge Pl & Gates Ave,2019,1,1007,512,495,1007,40.68488,-73.96304,1,99.30486593843098,1,year_month
nyc,305,E 58 St & 3 Ave,2019,1,4959,2479,2480,4959,40.76095756,-73.96724467,12,241.98427102238355,1,year_month
nyc,3050,Putnam Ave & Throop Ave,2019,1,776,397,379,776,40.6851532,-73.94111,0,0.0,1,year_month
nyc,3052,Lewis Ave & Madison St,2019,1,782,398,384,782,40.686312,-73.935775,2,255.75447570332483,1,year_month
nyc,3053,Marcy Ave & Lafayette Ave,2019,1,371,200,171,371,40.6900815,-73.947915,0,0.0,1,year_month
nyc,3054,Greene Ave & Throop Ave,2019,1,559,306,253,559,40.6894932,-73.942061,4,715.5635062611807,1,year_month
nyc,3055,Greene Ave & Nostrand Ave,2019,1,644,337,307,644,40.6883337,-73.950916,0,0.0,1,year_month
nyc,3056,Kosciuszko St & Nostrand Ave,2019,1,602,311,291,602,40.69072549,-73.95133465,2,332.22591362126246,1,year_month
nyc,3057,Kosciuszko St & Tompkins Ave,2019,1,925,466,459,925,40.69128258,-73.9452416,1,108.10810810810811,1,year_month
nyc,3058,Lewis Ave & Kosciuszko St,2019,1,672,345,327,672,40.69237074,-73.93705428,2,297.6190476190476,1,year_month
nyc,3059,Pulaski St & Marcus Garvey Blvd,2019,1,450,226,224,450,40.6933982,-73.939877,3,666.6666666666667,1,year_month
nyc,3060,Willoughby Ave & Tompkins Ave,2019,1,454,225,229,454,40.69425403,-73.94626915,5,1101.3215859030838,1,year_month
nyc,3061,Throop Ave & Myrtle Ave,2019,1,291,163,128,291,40.69622937,-73.94371094,0,0.0,1,year_month
nyc,3062,Myrtle Ave & Marcy Ave,2019,1,782,380,402,782,40.69539817,-73.94954908,2,255.75447570332483,1,year_month
nyc,3063,Nostrand Ave & Myrtle Ave,2019,1,356,173,183,356,40.69527008,-73.95238108,3,842.6966292134831,1,year_month
nyc,3064,Myrtle Ave & Lewis Ave,2019,1,1418,706,712,1418,40.69681963,-73.93756926,1,70.52186177715092,1,year_month
nyc,3065,Union Ave & Wallabout St,2019,1,377,189,188,377,40.70029511,-73.95032283,1,265.2519893899204,1,year_month
nyc,3066,Tompkins Ave & Hopkins St,2019,1,581,293,288,581,40.69957608,-73.94708417,3,516.3511187607573,1,year_month
nyc,3067,Broadway & Whipple St,2019,1,948,464,484,948,40.7016657,-73.9437303,5,527.4261603375527,1,year_month
nyc,3068,Humboldt St & Varet St,2019,1,673,319,354,673,40.7031724,-73.940636,0,0.0,1,year_month
nyc,3069,Lorimer St & Broadway,2019,1,432,187,245,432,40.70411791,-73.94818595,2,462.96296296296293,1,year_month
